Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City
1133871367940,0,292,511121,2024-06-03T18:33:58.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
188978565640,155,59,1267390,2024-06-07T11:19:09.000Z,19,15,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,4779,6623,4778,5083,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1443109013265,0,303,74639,2024-06-05T08:22:58.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
755914245838,26,149228,1546967,2024-06-11T02:43:42.000Z,365,372,LateralMovement,T1210,BenignPositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,84724,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Source,5,66,,,,242,1445,10630
884763263609,17,225120,435623,2024-06-13T21:29:17.000Z,20,22119,Exfiltration,,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,52,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1322849932304,46,263276,674347,2024-06-06T01:11:58.000Z,643,854,Execution,T1559,BenignPositive,,,Process,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
773094116143,50,1054,177247,2024-06-05T09:25:52.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
901943133951,0,204,377391,2024-06-03T21:13:59.000Z,4,3,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,695,926,689,739,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1632087573165,1298,36604,1461922,2024-06-14T15:54:51.000Z,8174,93817,Collection,T1074,FalsePositive,,,Ip,Related,98799,138268,297213,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
944892806785,1,27,831799,2024-06-10T19:34:14.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,66859,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,11,1445,10630
128849023194,71,3251,727,2024-06-03T16:39:08.000Z,98,38,InitialAccess,,FalsePositive,,,Ip,Related,98799,138268,27715,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1159641173703,3,301881,786221,2024-06-07T17:57:06.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,2,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
240518170224,1,24,1041856,2024-06-08T20:50:13.000Z,4,3,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,375,492,368,404,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1700807051442,52,4100,3023,2024-06-05T20:37:42.000Z,287,237,DefenseEvasion,,BenignPositive,,,Machine,Impacted,17039,138268,360606,160396,441377,673934,425863,453297,25623,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
506806145029,24,65828,42308,2024-06-13T11:46:00.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,8967,425863,453297,153085,148339,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630
558345750602,49,132698,268794,2024-06-11T15:23:46.000Z,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,138268,360606,5,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1486058685028,17,153405,153621,2024-06-12T13:55:37.000Z,20,33147,Exfiltration,,FalsePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,616,499,3586,,,5,66,,,,242,1445,10630
1382979474342,4,1766,352,2024-05-21T10:17:21.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,167,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
489626276238,36,1412,131388,2024-06-09T15:32:53.000Z,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,138268,360606,58,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
919123002060,82,7122,2607,2024-06-06T07:21:30.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,4044,2544,4021,4231,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1709396986607,34,329386,716725,2024-06-04T16:21:13.000Z,3,4,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,138268,70888,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1073741824325,11,434986,951604,2024-06-14T21:06:33.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,User,Impacted,98799,138268,360606,160396,303869,357846,273549,230871,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1348619731713,350,39125,45403,2024-06-09T03:09:37.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,87608,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1434519076902,6,1282,1314,2024-05-25T11:39:14.000Z,17,1325,Impact,,BenignPositive,,,Ip,Related,98799,138268,1210,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1675037250078,9,110381,1098558,2024-06-05T12:02:37.000Z,87,280,Discovery,T1007;T1059.001,FalsePositive,,,Machine,Impacted,6111,138268,360606,160396,441377,673934,425863,453297,10519,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
1520418424160,65,363687,1140224,2024-06-06T17:09:41.000Z,76,56,SuspiciousActivity,,FalsePositive,,,File,Related,98799,8,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,9,0,3586,,,5,66,,,,242,1445,10630
111669150708,129,7716,45904,2024-06-07T23:50:28.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,4852,425863,453297,153085,5296,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,NoThreatsFound,242,1445,10630
541165879667,687,25735,458301,2024-06-10T22:25:55.000Z,6,5,InitialAccess,T1566,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,55676,425863,453297,153085,48891,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1503238555583,931,9767,28404,2024-06-09T17:13:10.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Url,Related,98799,138268,360606,1227,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1254130450500,67,12913,148027,2024-06-13T21:13:40.000Z,13,11,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,441377,115592,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
412316862515,487,34594,52886,2024-06-06T00:07:35.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Url,Related,98799,138268,360606,79747,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1443109014460,124,286581,588352,2024-06-12T22:29:41.000Z,9,64,Execution,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,4,16,3,3,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
953482743111,183,34666,795182,2024-06-12T22:20:54.000Z,242,66396,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,200992,0,3586,,,5,66,,,,242,1445,10630
206158430958,127,108,846479,2024-06-10T20:19:02.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
489626273554,0,131,872721,2024-06-08T21:14:40.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1322849931449,30,41649,39515,2024-06-11T13:49:37.000Z,967,15985,Exfiltration,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2,2,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1322849928920,84,351494,440033,2024-06-05T14:43:25.000Z,68,4341,Exfiltration,,TruePositive,,,Ip,Related,98799,138268,12337,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
962072677341,50,1495,123590,2024-06-10T22:30:52.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,27996,46377,29156,31043,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
412316864741,30,195180,293530,2024-06-06T19:00:52.000Z,37,42012,Exfiltration,,FalsePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,28673,0,3586,,,5,66,,,,242,1445,10630
712964575784,301,34481,49947,2024-06-03T10:59:06.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,7561,425863,453297,153085,20589,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630
936302871568,129,242581,646227,2024-06-13T20:32:59.000Z,379,62652,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,383663,425863,453297,153085,76023,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1340029798322,488,12335,58830,2024-06-06T12:48:49.000Z,13,11,InitialAccess,T1566,TruePositive,,,User,Impacted,98799,138268,360606,160396,93622,60249,99359,109715,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
910533071880,46,263506,1624110,2024-06-13T19:18:36.000Z,1347,2681,InitialAccess,,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,44129,68557,41941,46400,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
42949677214,30,512953,1456501,2024-06-04T20:34:03.000Z,237,93769,Exfiltration,,FalsePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,169934,114197,3586,,,5,66,,,,242,1445,10630
1116691497737,130,78499,519592,2024-06-10T16:58:09.000Z,7,6,InitialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,14956,24504,15190,16164,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
266287974422,90,248,956464,2024-06-05T04:57:01.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,225783,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,36,77,92
85899348629,34,279755,606798,2024-06-04T18:48:15.000Z,3,4,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,138268,277313,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1262720387558,28,346,27467,2024-06-03T07:14:58.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,18079,425863,453297,153085,425845,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
618475292895,236,8617,1587138,2024-06-04T15:37:22.000Z,2193,5859,Persistence,T1137;T1221,BenignPositive,,,Machine,Impacted,15,138268,360606,160396,441377,673934,425863,453297,16,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
1486058686357,39,423,7460,2024-06-14T11:45:17.000Z,6,5,InitialAccess,T1566,BenignPositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630
661424967975,1302,6095,990830,2024-06-04T10:20:24.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1511828492493,36,30250,37125,2024-06-11T20:50:46.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,User,Impacted,98799,138268,360606,160396,233585,552004,258843,259859,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1443109013265,0,303,69557,2024-06-04T21:16:03.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,1137,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,3,123
249108104863,167,20475,747584,2024-06-13T11:15:35.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,1282,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1331439865523,3,87031,605560,2024-06-04T10:44:29.000Z,3,164,UnwantedSoftware,,BenignPositive,,,Process,Related,98799,36,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
455266534868,88,326,38833,2024-06-13T02:29:20.000Z,58,43,Exfiltration,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,28290,23835,29760,31129,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
498216208069,145,163508,61219,2024-06-08T09:08:00.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,3929589050.0,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Suspicious,242,1445,10630
25769807370,263,6358,320922,2024-06-03T17:57:12.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,735,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,9,14,11
1151051235831,77,34827,219988,2024-06-12T21:48:49.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,4295,425863,453297,153085,47275,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,NoThreatsFound,242,1445,10630
240518173128,230,542,1013,2024-06-07T14:50:22.000Z,127,108,SuspiciousActivity,T1586,TruePositive,,,Mailbox,Related,98799,138268,360606,160396,125853,151495,161461,138713,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1460288881362,1050,78988,192611,2024-06-04T11:10:28.000Z,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,164314,236765,133844,127702,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1640677511644,1046,6224,33572,2024-06-04T15:07:35.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,File,Related,98799,2965,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,23,117668,3586,,,5,66,,,,242,1445,10630
747324314740,222,22731,871960,2024-06-12T10:25:24.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
111669154679,37,34,12133,2024-06-06T09:08:09.000Z,97,3714,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,81999,425863,453297,153085,256,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1108101562368,25,124,99423,2024-06-05T17:01:19.000Z,30,26623,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,92526,425863,453297,153085,38967,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
103079219815,38,160274,251517,2024-06-11T15:43:45.000Z,2,2,CommandAndControl,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,76877,119378,75796,74055,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
979252544152,17,153399,153594,2024-06-12T18:28:45.000Z,20,33427,Exfiltration,,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,609,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1477468750438,381,486,10380,2024-06-11T01:11:38.000Z,47,30,InitialAccess,T1566.002,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,34669,425863,453297,153085,37004,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
163208761028,72,242,1178203,2024-06-05T20:23:47.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1597727836635,326,109097,84320,2024-06-03T17:25:53.000Z,6,5,InitialAccess,T1566,BenignPositive,,,File,Related,98799,81000,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1657,117668,3586,,,5,66,,,,242,1445,10630
